card_id,keyword
lamentation,Encore
lammastide-weave,Mill
lamplight-phoenix,Collect evidence
lamplight-phoenix,Flying
lance,Enchant
lancers-en-kor,Trample
land-leeches,First strike
landroval-horizon-witness,Flying
landscaper-colos,Basic landcycling
landscaper-colos,Cycling
landscaper-colos,Landcycling
landscaper-colos,Typecycling
lantern-bearer-lanterns-lift,Disturb
lantern-bearer-lanterns-lift,Enchant
lantern-bearer-lanterns-lift,Flying
lantern-bearer-lanterns-lift,Transform
lantern-flare,Cleave
lantern-kami,Flying
lantern-scout,Rally
lantern-spirit,Flying
lapis-orb-of-dragonkind,Scry
lara-croft-tomb-raider,First strike
lara-croft-tomb-raider,Raid
lara-croft-tomb-raider,Reach
lara-croft-tomb-raider,Treasure
larder-zombie,Defender
larder-zombie,Surveil
larval-scoutlander,Station
laser-screwdriver,Goad
laser-screwdriver,Surveil
lash-out,Clash
lashknife,Enchant
lashweed-lurker,Emerge
lashwhip-predator,Reach
lashwrithe,Equip
lashwrithe,Living weapon
last-thoughts,Cipher
lasyd-prowler,Mill
lasyd-prowler,Renew
latchkey-faerie,Flying
latchkey-faerie,Prowl
late-to-dinner,Food
lathiel-the-bounteous-dawn,Lifelink
lathliss-dragon-queen,Flying
lathnu-hellion,Haste
lathril-blade-of-the-elves,Menace
latulla-s-orders,Enchant
latulla-s-orders,Flash
laughing-mad,Flashback
launch,Enchant
launch-the-fleet,Strive
laurine-the-diversion,First strike
laurine-the-diversion,Goad
laurine-the-diversion,Partner
laurine-the-diversion,Partner with
lava-dart,Flashback
lava-field-overlord,Assist
lava-field-overlord,Flying
lava-hounds,Haste
lava-runner,Haste
lava-serpent,Cycling
lava-serpent,Haste
lavacore-elemental,Vanishing
lavamancer-s-skill,Enchant
lavaspur-boots,Equip
lavinia-foil-to-conspiracy,Investigate
lavinia-foil-to-conspiracy,Vigilance
lavinia-of-the-tenth,Detain
lavinia-of-the-tenth,Protection
lawmage-s-binding,Enchant
lawmage-s-binding,Flash
lay-claim,Cycling
lay-claim,Enchant
lay-waste,Cycling
layla-hassan,First strike
lazav-dimir-mastermind,Hexproof
lazav-the-multifarious,Surveil
lazav-wearer-of-faces,Investigate
lazotep-chancellor,Amass
lazotep-plating,Amass
lazotep-reaver,Amass
lazotep-sliver,Amass
lead-belly-chimera,Trample
lead-by-example,Support
lead-pipe,Equip
leaden-fists,Enchant
leaden-fists,Flash
leaf-crowned-elder,Kinship
leaf-dancer,Forestwalk
leaf-dancer,Landwalk
leafcrown-dryad,Bestow
leafcrown-dryad,Reach
leafdrake-roost,Enchant
leap-of-flame,Replicate
leather-armor,Equip
leatherhead-iron-gator,Haste
leatherhead-iron-gator,Trample
leatherhead-swamp-stalker,Trample
leave-chance,Aftermath
leave-no-trace,Radiance
leaves-from-the-vine,Food
leaves-from-the-vine,Mill
ledev-guardian,Convoke
ledger-shredder,Connive
ledger-shredder,Flying
leech-gauntlet,Lifelink
leech-gauntlet,Reconfigure
leela-sevateem-warrior,Doctor's companion
leering-emblem,Equip
leering-gargoyle,Flying
leering-onlooker,Flying
legate-lanius-caesar-s-ace,Decimate
legion-angel,Flying
legion-loyalist,Battalion
legion-loyalist,Haste
legion-s-landing-adanto-the-first-fort,Transform
legion-vanguard,Explore
legion-warboss,Mentor
legolas-counter-of-kills,Reach
legolas-greenleaf,Reach
legolas-master-archer,Reach
legolas-s-quick-reflexes,Split second
leinore-autumn-sovereign,Coven
lembas,Scry
lens-flare,Affinity
leonardo-big-brother,Sneak
leonardo-cutting-edge,Lifelink
leonardo-cutting-edge,Sneak
leonardo-leader-in-blue,Sneak
leonardo-s-technique,Sneak
leonardo-sewer-samurai,Double strike
leonardo-sewer-samurai,Sneak
leonardo-the-balance,Partner
leonardo-worldly-warrior,Affinity
leonardo-worldly-warrior,Double strike
leonin-bladetrap,Flash
leonin-bola,Equip
leonin-iconoclast,Heroic
leonin-lightbringer,Ward
leonin-lightscribe,Magecraft
leonin-scimitar,Equip
leonin-skyhunter,Flying
leonin-surveyor,Max speed
leonin-surveyor,Start your engines!
leori-sparktouched-hunter,Flying
leori-sparktouched-hunter,Vigilance
leshrac-s-rite,Enchant
lesser-masticore,Persist
let-s-play-a-game,Delirium
let-the-galaxy-burn,Cascade
lethal-scheme,Connive
lethal-scheme,Convoke
level-up,Enchant
leviathan,Trample
levitating-statue,Flying
ley-weaver,Partner
ley-weaver,Partner with
leyline-axe,Equip
leyline-binding,Domain
leyline-binding,Flash
leyline-dowser,Mill
leyline-immersion,Enchant
leyline-prowler,Deathtouch
leyline-prowler,Lifelink
leyline-tyrant,Flying
liberator-urza-s-battlethopter,Flash
liberator-urza-s-battlethopter,Flying
liberty-prime-recharged,Haste
liberty-prime-recharged,Trample
liberty-prime-recharged,Vigilance
library,Investigate
lich-lord-of-unx,Mill
lich-s-mastery,Hexproof
licia-sanguine-tribune,First strike
licia-sanguine-tribune,Lifelink
lictor,Flash
lictor,Pheromone Trail
lidless-gaze,Flashback
liege-of-the-axe,Morph
liege-of-the-axe,Vigilance
liege-of-the-pit,Flying
liege-of-the-pit,Morph
liege-of-the-pit,Trample
liege-of-the-tangle,Trample
liesa-forgotten-archangel,Flying
liesa-forgotten-archangel,Lifelink
liesa-shroud-of-dusk,Flying
liesa-shroud-of-dusk,Lifelink
lieutenant-kirtar,Flying
lieutenants-of-the-guard,Council's dilemma
life-finds-a-way,Populate
life-from-the-loam,Dredge
life-from-the-loam,Mill
life-insurance,Extort
life-insurance,Treasure
life-of-the-party,First strike
life-of-the-party,Goad
life-of-the-party,Haste
life-of-the-party,Trample
life-of-toshiro-umezawa-memory-of-toshiro,Transform
lifebane-zombie,Intimidate
lifeblood-hydra,Trample
lifecraft-cavalry,Revolt
lifecraft-cavalry,Trample
lifecraft-engine,Crew
lifecrafter-s-bestiary,Scry
lifecreed-duo,Flying
lifelink,Enchant
lifestream-s-blessing,Foretell
lifted-by-clouds,Splice
light-em-up,Casualty
light-from-within,Chroma
light-of-promise,Enchant
light-of-the-legion,Flying
light-of-the-legion,Mentor
light-up-the-night,Flashback
light-up-the-stage,Spectacle
lightform,Manifest
lighthouse-chronologist,Level Up
lightkeeper-of-emeria,Flying
lightkeeper-of-emeria,Multikicker
lightning-angel,Flying
lightning-angel,Haste
lightning-angel,Vigilance
lightning-army-of-one,First strike
lightning-army-of-one,Lifelink
lightning-army-of-one,Stagger
lightning-army-of-one,Trample
lightning-berserker,Dash
lightning-crafter,Champion
lightning-diadem,Enchant
lightning-dragon,Echo
lightning-dragon,Flying
lightning-elemental,Haste
lightning-greaves,Equip
lightning-hounds,First strike
lightning-javelin,Scry
lightning-mauler,Soulbond
lightning-phoenix,Flying
lightning-phoenix,Haste
lightning-prowess,Enchant
lightning-reaver,Fear
lightning-reaver,Haste
lightning-reflexes,Enchant
lightning-runner,Double strike
lightning-runner,Haste
lightning-security-sergeant,Menace
lightning-serpent,Haste
lightning-serpent,Trample
lightning-shrieker,Flying
lightning-shrieker,Haste
lightning-shrieker,Trample
lightning-skelemental,Haste
lightning-skelemental,Trample
lightning-spear,Equip
lightning-stormkin,Flying
lightning-stormkin,Haste
lightning-surge,Flashback
lightning-surge,Threshold
lightning-talons,Enchant
lightning-visionary,Prowess
lightshell-duo,Prowess
lightshell-duo,Surveil
lightshield-parry,Cycling
lightstall-inquisitor,Vigilance
lightwheel-enhancements,Enchant
lightwheel-enhancements,Max speed
lightwheel-enhancements,Start your engines!
lightwielder-paladin,First strike
lignify,Enchant
likeness-looter,Flying
lilah-undefeated-slickshot,Plot
lilah-undefeated-slickshot,Prowess
liliana-death-s-majesty,Mill
liliana-heretical-healer-liliana-defiant-necromancer,Lifelink
liliana-heretical-healer-liliana-defiant-necromancer,Transform
liliana-s-indignation,Mill
liliana-s-reaver,Deathtouch
liliana-s-specter,Flying
liliana-s-standard-bearer,Flash
liliana-s-talent,Enchant
liliana-the-last-hope,Mill
liliana-untouched-by-death,Mill
lily-bowen-raging-grandma,Vigilance
lilypad-village,Surveil
lilysplash-mentor,Reach
lim-dul-s-high-guard,First strike
lim-dul-s-paladin,Trample
limits-of-solidarity,Cycling
linden-the-steadfast-queen,Vigilance
linebreaker-baloth,Enlist
linessa-zephyr-mage,Grandeur
lingering-death,Enchant
lingering-mirage,Cycling
lingering-mirage,Enchant
lingering-souls,Flashback
lingering-tormentor,Fear
lingering-tormentor,Persist
linvala-keeper-of-silence,Flying
linvala-shield-of-sea-gate,Flying
linvala-the-preserver,Flying
lion-heart,Equip
lion-sash,Reconfigure
lion-umbra,Enchant
lion-umbra,Umbra armor
lion-vulture,Flying
lionheart-glimmer,Ward
lionheart-maverick,Vigilance
lita-little-orphan-amphibian,Alliance
lita-little-orphan-amphibian,Food
lita-little-orphan-amphibian,Scry
lita-mechanical-engineer,Vigilance
lithoform-blight,Enchant
littjara-glade-warden,Changeling
littjara-kinseekers,Changeling
littjara-kinseekers,Scry
liu-bei-lord-of-shu,Horsemanship
livaan-cultist-of-tiamat,Choose a background
lively-dirge,Spree
livewire-lash,Equip
living-airship,Flying
living-artifact,Enchant
living-conundrum,Hexproof
living-end,Suspend
living-hive,Trample
living-lectern,Role token
living-lectern,Scry
living-tempest,Flash
living-tempest,Flying
living-terrain,Enchant
living-totem,Convoke
living-tsunami,Flying
living-wall,Defender
livio-oathsworn-sentinel,Partner
livonya-silone,First strike
livonya-silone,Landwalk
livonya-silone,Legendary landwalk
lizard-blades,Double strike
lizard-blades,Reconfigure
lizard-connors-s-curse,Trample
llanowar-elite,Kicker
llanowar-elite,Trample
llanowar-empath,Scry
llanowar-greenwidow,Domain
llanowar-greenwidow,Reach
llanowar-greenwidow,Trample
llanowar-knight,Protection
llanowar-reborn,Graft
lluwen-imperfect-naturalist,Mill
lo-and-li-royal-advisors,Mill
loading-zone,Warp
loafing-giant,Mill
loan-shark,Plot
loathsome-chimera,Escape
loathsome-curator,Exploit
loathsome-curator,Menace
lobber-crew,Defender
lobelia-sackville-baggins,Flash
lobelia-sackville-baggins,Menace
lobelia-sackville-baggins,Treasure
loch-dragon,Flying
lochmere-serpent,Flash
lock-and-load,Plot
locke-cole,Deathtouch
locke-cole,Lifelink
locke-treasure-hunter,Mill
locke-treasure-hunter,Treasure
locked-in-the-cemetery,Enchant
lockjaw-snapper,Wither
locthwain-lancer,Menace
locthwain-paladin,Adamant
locthwain-paladin,Menace
locust-spray,Cycling
locust-swarm,Flying
lodestone-myr,Trample
lodestone-needle-guidestone-compass,Craft
lodestone-needle-guidestone-compass,Explore
lodestone-needle-guidestone-compass,Flash
lodestone-needle-guidestone-compass,Transform
lofty-dreams,Convoke
lofty-dreams,Enchant
logic-knot,Delve
lokhust-heavy-destroyer,Enmitic Exterminator
lokhust-heavy-destroyer,Flying
lokhust-heavy-destroyer,Unearth
lone-revenant,Hexproof
lone-rider-it-that-rides-as-one,First strike
lone-rider-it-that-rides-as-one,Lifelink
lone-rider-it-that-rides-as-one,Trample
lone-rider-it-that-rides-as-one,Transform
lonely-sandbar,Cycling
lonesome-unicorn-rider-in-need,Vigilance
long-finned-skywhale,Flying
long-range-sensor,Discover
long-river-lurker,Ward
long-river-s-pull,Gift
longbow-archer,First strike
longbow-archer,Reach
longhorn-sharpshooter,Plot
longhorn-sharpshooter,Reach
longshot-rebel-bowman,Reach
longshot-squad,Outlast
longstalk-brawl,Fight
longstalk-brawl,Gift
lonis-cryptozoologist,Investigate
lonis-genetics-expert,Evolve
lonis-genetics-expert,Investigate
looming-hoverguard,Flying
loot-dispute,Loud Ruckus
loot-dispute,Treasure
loot-the-key-to-everything,Ward
loot-the-pathfinder,Double strike
loot-the-pathfinder,Exhaust
loot-the-pathfinder,Haste
loot-the-pathfinder,Vigilance
looter-il-kor,Shadow
loran-of-the-third-path,Vigilance
loran-s-escape,Scry
lorcan-warlock-collector,Flying
lord-dregg-insect-invader,Disappear
lord-dregg-insect-invader,Flying
lord-jyscal-guado,Flying
lord-jyscal-guado,Investigate
lord-magnus,First strike
lord-of-change,Architect of Deception
lord-of-change,Flying
lord-of-change,Ward
lord-of-shatterskull-pass,Level Up
lord-of-the-forsaken,Flying
lord-of-the-forsaken,Mill
lord-of-the-forsaken,Trample
lord-of-the-nazgul,Flying
lord-of-the-pit,Flying
lord-of-the-pit,Trample
lord-of-the-void,Flying
lord-skitter-s-blessing,Role token
lord-skitter-s-butcher,Scry
lord-xander-the-collector,Mill
lore-drakkis,Mutate
lore-weaver,Partner
lore-weaver,Partner with
lorehold-apprentice,Magecraft
lorehold-campus,Scry
lorehold-excavation,Mill
lorehold-pledgemage,First strike
lorehold-pledgemage,Magecraft
lorien-revealed,Cycling
lorien-revealed,Islandcycling
lorien-revealed,Landcycling
lorien-revealed,Typecycling
lose-focus,Replicate
lose-hope,Scry
lossarnach-captain,First strike
lost-auramancers,Vanishing
lost-in-a-labyrinth,Scry
lost-in-memories,Enchant
lost-in-memories,Flash
lost-in-space,Surveil
lost-in-the-maze,Flash
lost-in-thought,Enchant
lost-jitte,Equip
lost-legion,Scry
lost-leonin,Infect
lost-monarch-of-ifnir,Afflict
lost-monarch-of-ifnir,Mill
lost-soul,Landwalk
lost-soul,Swampwalk
lothlorien-blade,Equip
lothlorien-lookout,Scry
lotho-corrupt-shirriff,Treasure
lotleth-giant,Undergrowth
lotleth-troll,Trample
lotus-bloom,Suspend
lotus-cobra,Landfall
lotus-eye-mystics,Prowess
lotus-field,Hexproof
lotus-guardian,Flying
lotus-path-djinn,Flying
lotus-path-djinn,Prowess
lotus-ring,Equip
lotus-ring,Indestructible
lotusguard-disciple,Flying
lotuslight-dancers,Lifelink
lounge,Investigate
love-song-of-night-and-day,Read Ahead
lowland-tracker,First strike
lowland-tracker,Provoke
loxodon-eavesdropper,Investigate
loxodon-partisan,Battle Cry
loxodon-restorer,Convoke
loxodon-sergeant,Vigilance
loxodon-stalwart,Vigilance
loxodon-surveyor,Max speed
loxodon-surveyor,Start your engines!
loxodon-warhammer,Equip
loyal-apprentice,Haste
loyal-apprentice,Lieutenant
loyal-cathar-unhallowed-cathar,Transform
loyal-cathar-unhallowed-cathar,Vigilance
loyal-drake,Flying
loyal-drake,Lieutenant
loyal-fire-sage,Firebending
loyal-gryff,Flash
loyal-gryff,Flying
loyal-guardian,Lieutenant
loyal-guardian,Trample
loyal-gyrfalcon,Defender
loyal-gyrfalcon,Flying
loyal-inventor,Vigilance
loyal-pegasus,Flying
loyal-subordinate,Lieutenant
loyal-subordinate,Menace
loyal-unicorn,Lieutenant
loyal-unicorn,Vigilance
loyal-warhound,Vigilance
lozhan-dragons-legacy,Flying
lu-bu-master-at-arms,Haste
lu-bu-master-at-arms,Horsemanship
lu-meng-wu-general,Horsemanship
lu-xun-scholar-general,Horsemanship
lucent-liminid,Flying
lucius-the-eternal,Armour of Shrieking Souls
lucius-the-eternal,Haste
luck-bobblehead,Treasure
ludevic-necro-alchemist,Partner
ludevic-necrogenius-olag-ludevic-s-hubris,Mill
ludevic-necrogenius-olag-ludevic-s-hubris,Transform
ludevic-s-test-subject-ludevic-s-abomination,Defender
ludevic-s-test-subject-ludevic-s-abomination,Trample
ludevic-s-test-subject-ludevic-s-abomination,Transform
lukka-bound-to-ruin,Compleated
lull,Cycling
lulu-loyal-hollyphant,Choose a background
lulu-loyal-hollyphant,Flying
lulu-stern-guardian,Proliferate
lumbering-battlement,Vigilance
lumbering-laundry,Disguise
lumbering-megasloth,Trample
lumbering-worldwagon,Crew
lumberknot,Hexproof
lumen-class-frigate,Station
lumengrid-drake,Flying
lumengrid-drake,Metalcraft
lumengrid-gargoyle,Flying
lumengrid-sentinel,Flying
luminate-primordial,Vigilance
luminollusk,Deathtouch
luminollusk,Vivid
luminous-angel,Flying
luminous-bonds,Enchant
luminous-broodmoth,Flying
luminous-wake,Enchant
lumithread-field,Morph
lumra-bellow-of-the-woods,Mill
lumra-bellow-of-the-woods,Reach
lumra-bellow-of-the-woods,Vigilance
lunar-avenger,Sunburst
lunar-hatchling,Basic landcycling
lunar-hatchling,Cycling
lunar-hatchling,Escape
lunar-hatchling,Flying
lunar-hatchling,Landcycling
lunar-hatchling,Trample
lunar-hatchling,Typecycling
lunar-rejection,Cleave
lunarch-mantle,Enchant
lunarch-veteran-luminous-phantom,Disturb
lunarch-veteran-luminous-phantom,Flying
lunarch-veteran-luminous-phantom,Transform
lunatic-pandora,Surveil
lurching-rotbeast,Cycling
lure,Enchant
lurking-arynx,Formidable
lurking-chupacabra,Explore
lurking-crocodile,Bloodthirst
lurking-crocodile,Islandwalk
lurking-crocodile,Landwalk
lurking-deadeye,Flash
lurking-green-dragon,Flying
lurking-lizards,Trample
lurrus-of-the-dream-den,Companion
lurrus-of-the-dream-den,Lifelink
lush-growth,Enchant
lush-portico,Surveil
lust-for-war,Enchant
lutri-the-spellchaser,Companion
lutri-the-spellchaser,Flash
luxior-giada-s-gift,Equip
luxurious-locomotive,Crew
luxurious-locomotive,Treasure
lychguard,Guardian Protocols
lydia-frye,Surveil
lyev-decree,Detain
lyev-skyknight,Detain
lyev-skyknight,Flying
lynde-cheerful-tormentor,Deathtouch
lynx,Forestwalk
lynx,Landwalk
lyra-dawnbringer,First strike
lyra-dawnbringer,Flying
lyra-dawnbringer,Lifelink
lys-alana-bowmaster,Reach
lys-alana-dignitary,Behold
lys-alana-informant,Surveil
lyse-hext,Prowess
ma-chao-western-warrior,Horsemanship
mace-of-the-valiant,Equip
macetail-hystrodon,Cycling
macetail-hystrodon,First strike
macetail-hystrodon,Haste
machinist-s-arsenal,Equip
machinist-s-arsenal,Job select
machinist-s-arsenal,Machina
mad-prophet,Haste
madame-null-power-broker,Deathtouch
madame-vastra,Food
madame-vastra,Partner
madame-vastra,Partner with
madame-web-clairvoyant,Mill
madcap-skills,Enchant
maddening-cacophony,Kicker
maddening-cacophony,Mill
maddening-hex,Enchant
maddening-imp,Flying
maddening-wind,Cumulative upkeep
maddening-wind,Enchant
maelstrom-archangel,Flying
maelstrom-colossus,Cascade
maelstrom-djinn,Flying
maelstrom-djinn,Morph
maelstrom-muse,Flying
maelstrom-wanderer,Cascade
maester-seymour,Monstrosity
maestros-confluence,Goad
maestros-diabolist,Deathtouch
maestros-diabolist,Haste
maeve-insidious-singer,Goad
magda-brazen-outlaw,Treasure
magda-the-hoardmaster,Treasure
mage-duel,Fight
mage-ring-bully,Prowess
mage-s-guile,Cycling
mage-slayer,Equip
magebane-armor,Equip
magefire-wings,Enchant
mageta-s-boon,Enchant
mageta-s-boon,Flash
maggot-therapy,Enchant
maggot-therapy,Flash
magic-pot,Treasure
magister-of-worth,Flying
magister-of-worth,Will of the council
magister-sphinx,Flying
magitek-armor,Crew
magitek-scythe,A Test of Your Reflexes!
magitek-scythe,Equip
magma-burst,Kicker
magma-hellion,Assist
magma-hellion,Haste
magma-hellion,Trample
magma-jet,Scry
magma-opus,Treasure
magma-phoenix,Flying
magmakin-artillerist,Cycling
magmatic-core,Cumulative upkeep
magmatic-galleon,Crew
magmatic-galleon,Treasure
magmatic-hellkite,Flying
magmatic-sinkhole,Delve
magmatic-sprinter,Haste
magnifying-glass,Investigate
magnigoth-sentry,Reach
magnigoth-treefolk,Domain
magnivore,Haste
magnus-the-red,Blade of Magnus
magnus-the-red,Flying
magnus-the-red,Unearthly Power
magus-lucea-kane,Psychic Stimulus
magus-lucea-kane,Spiritual Leader
magus-of-the-arena,Fight
maha-its-feathers-night,Flying
maha-its-feathers-night,Trample
maha-its-feathers-night,Ward
mahadi-emporium-master,Treasure
mahamoti-djinn,Flying
mai-and-zuko,Firebending
mai-jaded-edge,Exhaust
mai-jaded-edge,Prowess
mai-scornful-striker,First strike
maja-bretagard-protector,Landfall
majestic-auricorn,Mutate
majestic-auricorn,Vigilance
majestic-heliopterus,Flying
major-teroh,Flying
make-disappear,Casualty
make-your-own-luck,Plot
makeshift-battalion,Battalion
makindi-aeronaut,Flying
makindi-griffin,Flying
makindi-ox,Landfall
makindi-patrol,Rally
makindi-shieldmate,Defender
makindi-sliderunner,Landfall
makindi-sliderunner,Trample
malach-of-the-dawn,Flying
malakir-bloodwitch,Flying
malakir-bloodwitch,Protection
malakir-familiar,Deathtouch
malakir-familiar,Flying
malakir-soothsayer,Cohort
malamet-battle-glyph,Fight
malamet-scythe,Equip
malamet-scythe,Flash
malamet-veteran,Descend
malamet-veteran,Trample
malanthrope,Flying
malanthrope,Scavenge the Dead
malboro,Bad Breath
malboro,Cycling
malboro,Landcycling
malboro,Swampcycling
malboro,Typecycling
malcator-s-watcher,Flying
malcator-s-watcher,Vigilance
malcolm-alluring-scoundrel,Flash
malcolm-alluring-scoundrel,Flying
malcolm-keen-eyed-navigator,Flying
malcolm-keen-eyed-navigator,Partner
malcolm-keen-eyed-navigator,Treasure
malcolm-the-eyes,Flying
malcolm-the-eyes,Haste
malcolm-the-eyes,Investigate
malefic-scythe,Equip
malevolent-chandelier,Flying
malevolent-hermit-benevolent-geist,Disturb
malevolent-hermit-benevolent-geist,Flying
malevolent-hermit-benevolent-geist,Transform
malevolent-whispers,Madness
malevolent-witchkite,Flying
malfegor,Flying
malfunction,Enchant
malicious-affliction,Morbid
malicious-intent,Enchant
malignant-growth,Cumulative upkeep
malik-grim-manipulator,Treasure
malleable-impostor,Flash
malleable-impostor,Flying
mammoth-bellow,Harmonize
mammoth-growth,Foretell
mammoth-harness,Enchant
mammoth-spider,Reach
mammoth-umbra,Enchant
mammoth-umbra,Umbra armor
mana-chains,Enchant
mana-charged-dragon,Flying
mana-charged-dragon,Join forces
mana-charged-dragon,Trample
mana-geode,Scry
mana-skimmer,Flying
manacles-of-decay,Enchant
manaforce-mace,Domain
manaforce-mace,Equip
manaform-hellkite,Flying
managorger-hydra,Trample
mandible-justiciar,Lifelink
mandibular-kite,Equip
mandibular-kite,Living weapon
maned-serval,Vigilance
mangara-the-diplomat,Lifelink
manhole-cover,Flash
maniacal-rage,Enchant
manic-scribe,Delirium
manic-scribe,Mill
manifest-dread,Manifest
manifest-dread,Manifest dread
manifold-mouse,Offspring
manor-gargoyle,Defender
manor-skeleton,Haste
manriki-gusari,Equip
manticore,Flash
manticore,Flying
manticore-eternal,Afflict
mantis-rider,Flying
mantis-rider,Haste
mantis-rider,Vigilance
mantle-of-leadership,Enchant
mantle-of-leadership,Flash
mantle-of-the-ancients,Enchant
mantle-of-the-wolf,Enchant
mantle-of-tides,Equip
mantle-of-webs,Enchant
many-partings,Food
map-the-wastes,Bolster
maraleaf-pixie,Flying
maralen-fae-ascendant,Flying
marang-river-regent-coil-and-catch,Flying
marang-river-skeleton,Megamorph
marauder-s-axe,Equip
marauding-brinefang,Cycling
marauding-brinefang,Islandcycling
marauding-brinefang,Landcycling
marauding-brinefang,Typecycling
marauding-brinefang,Ward
marauding-dreadship,Crew
marauding-dreadship,Haste
marauding-dreadship,Incubate
marauding-dreadship,Transform
marauding-knight,Protection
marauding-looter,Raid
marauding-mako,Cycling
marauding-sphinx,Flying
marauding-sphinx,Surveil
marauding-sphinx,Vigilance
marauding-sphinx,Ward
marble-gargoyle,Flying
march-from-the-black-gate,Amass
march-from-velis-vel,Flashback
march-of-progress,Overload
march-of-the-multitudes,Convoke
marchesa-s-emissary,Dethrone
marchesa-s-emissary,Hexproof
marchesa-s-infiltrator,Dethrone
marchesa-s-smuggler,Dethrone
marchesa-the-black-rose,Dethrone
marching-duodrone,Treasure
marcus-mutant-mayor,Trample
marcus-mutant-mayor,Vigilance
mardu-devotee,Scry
mardu-heart-piercer,Raid
mardu-hordechief,Raid
mardu-runemark,Enchant
mardu-scout,Dash
mardu-shadowspear,Dash
mardu-siegebreaker,Deathtouch
mardu-siegebreaker,Haste
mardu-skullhunter,Raid
mardu-strike-leader,Dash
mardu-warshrieker,Raid
marhault-elsdragon,Rampage
mari-the-killing-quill,Treasure
marionette-apprentice,Fabricate
marionette-master,Fabricate
marisi-breaker-of-the-coil,Goad
marisi-s-twinclaws,Double strike
marit-lage-s-slumber,Scry
mark-of-eviction,Enchant
mark-of-fury,Enchant
mark-of-sakiko,Enchant
mark-of-the-oni,Enchant
mark-of-the-vampire,Enchant
marked-by-honor,Enchant
market-festival,Enchant
markov-baron,Convoke
markov-baron,Lifelink
markov-baron,Madness
markov-blademaster,Double strike
markov-crusader,Lifelink
markov-dreadknight,Flying
markov-enforcer,Fight
markov-patrician,Lifelink
markov-purifier,Lifelink
markov-waltzer,Flying
markov-waltzer,Haste
markov-warlord,Haste
marneus-calgar,Chapter Master
marneus-calgar,Double strike
marneus-calgar,Master Tactician
marrow-bats,Flying
marrow-chomper,Devour
marsh-boa,Landwalk
marsh-boa,Swampwalk
marsh-casualties,Kicker
marsh-flitter,Flying
marsh-goblins,Landwalk
marsh-goblins,Swampwalk
marsh-hulk,Megamorph
marsh-threader,Landwalk
marsh-threader,Swampwalk
marshal-of-the-lost,Deathtouch
marshal-s-anthem,Multikicker
marshaling-cry,Cycling
marshaling-cry,Flashback
marshals-pathcruiser,Crew
marshals-pathcruiser,Exhaust
marshland-bloodcaster,Flying
martha-jones,Doctor's companion
martha-jones,Investigate
martha-jones,Woman Who Walked the Earth
martial-impetus,Enchant
martial-impetus,Goad
martial-law,Detain
martyr-for-the-cause,Proliferate
martyr-s-soul,Convoke
marut,Trample
marut,Treasure
marvo-deep-operative,Clash
mary-read-and-anne-bonny,Haste
mary-read-and-anne-bonny,Treasure
masako-the-humorless,Flash
mask-of-avacyn,Equip
mask-of-griselbrand,Equip
mask-of-immolation,Equip
mask-of-law-and-grace,Enchant
mask-of-memory,Equip
mask-of-riddles,Equip
mask-of-the-jadecrafter,Unearth
mask-of-the-schemer,Connive
mask-of-the-schemer,Equip
masked-bandits,Menace
masked-bandits,Vigilance
masked-blackguard,Flash
masked-gorgon,Threshold
masked-meower,Haste
masked-vandal,Changeling
mass-diminish,Flashback
mass-of-mysteries,First strike
mass-of-mysteries,Trample
mass-of-mysteries,Vigilance
massacre-girl,Menace
massacre-girl-known-killer,Menace
master-of-arms,First strike
master-of-ceremonies,Treasure
master-of-cruelties,Deathtouch
master-of-cruelties,First strike
master-of-death,Surveil
master-of-pearls,Morph
master-of-predicaments,Flying
master-of-the-feast,Flying
master-of-the-veil,Morph
master-of-waves,Protection
master-of-winds,Flying
master-pakku,Mill
master-pakku,Prowess
master-piandao,First strike
master-s-guide-mural-master-s-manufactory,Craft
master-s-guide-mural-master-s-manufactory,Transform
master-symmetrist,Reach
mastermind-plum,Treasure
mastery-of-the-unseen,Manifest
matca-rioters,Domain
mathas-fiend-seeker,Menace
matzalantli-the-great-door-the-core,Fathomless descent
matzalantli-the-great-door-the-core,Transform
mauhur-uruk-hai-captain,Menace
maul-of-the-skyclaves,Equip
maulfist-revolutionary,Trample
maulfist-squad,Fabricate
maulfist-squad,Menace
mausoleum-harpy,Ascend
mausoleum-harpy,Flying
mausoleum-secrets,Undergrowth
mausoleum-wanderer,Flying
maverick-thopterist,Improvise
mavinda-students-advocate,Flying
maw-of-kozilek,Devoid
mawcor,Flying
mawloc,Fight
mawloc,Ravenous
mawloc,Terror from the Deep
maximize-altitude,Jump
maximize-altitude,Jump-start
maximize-velocity,Jump
maximize-velocity,Jump-start
maximus-knight-apparent,Trample
mayhem-patrol,Blitz
mayhem-patrol,Menace
mayor-of-avabruck-howlpack-alpha,Transform
maze-abomination,Deathtouch
maze-behemoth,Trample
maze-glider,Flying
maze-rusher,Haste
maze-s-mantle,Enchant
maze-s-mantle,Flash
maze-sentinel,Vigilance
mazemind-tome,Scry
mazirek-kraul-death-priest,Flying
meadowboon,Evoke
meandering-towershell,Islandwalk
meandering-towershell,Landwalk
mechan-shieldmate,Defender
mechanical-glider,Equip
mechanical-mobster,Connive
mechanized-production,Enchant
mechanozoa,Warp
mechtitan-core,Crew
meddling-youths,Haste
